CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD ASISITENCIAL,CODPAT,DEPENDENCIA PATRIMONIAL,CODFU,DEPENDENCIA FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL
281203,HOSPITAL QUIRÓNSALUD MADRID,"DIEGO DE VELAZQUEZ, 1",902151016,914521906,915183232,281150,Pozuelo de Alarcón,28,MADRID,13,MADRID,28223,239,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,N,,S,direccion.mad@quironsalud.es,2,3,1,1,0,0,2,1,1,1,1,0,0
281214,HOSPITAL CENTRO DE CUIDADOS LAGUNA,"CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN, 128",915099137,,914013649,280796,Madrid,28,MADRID,13,MADRID,28047,47,14,OTROS MONOGRÁFICOS,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,S,,S,direccion@lagunacuida.org,0,0,0,0,0,0,0,0,0,0,0,0,0
281225,HOSPITAL UNIVERSITARIO MADRID SANCHINARRO,"OÑA, 10",917567800,,917500133,280796,Madrid,28,MADRID,13,MADRID,28050,198,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,S,mpelaez@hmhospitales.com,3,4,1,1,1,0,0,3,1,1,1,1,1
281236,HOSPITAL UNIVERSITARIO INFANTA ELENA,"AV. DE LOS REYES CATÓLICOS, 21",918948410,918948540,918948538,281610,Valdemoro,28,MADRID,13,MADRID,28342,158,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,sonia.gonzalez@quironsalud.es,1,2,0,1,1,0,0,0,0,0,1,1,17
281247,VITAS NISA PARDO DE ARAVACA.,"LA SALLE, 12",915129000,915129027,913079510,280796,Madrid,28,MADRID,13,MADRID,28023,98,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,aravaca@hospitales.nisa.es,1,1,0,1,1,0,0,0,0,0,1,1,0
281258,HOSPITAL UNIVERSITARIO INFANTA SOFÍA,"PASEO DE EUROPA,32",911914000,911914075,911915017,281343,San Sebastián de los Reyes,28,MADRID,13,MADRID,28702,271,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerencia.huis@salud.madrid.org,1,2,0,0,1,0,0,0,0,0,2,1,21
281269,HOSPITAL UNIVERSITARIO DEL HENARES,AV. MARIE CURIE S/N,911912000,911912008,911912288,280493,Coslada,28,MADRID,13,MADRID,28822,243,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerencia.hhen@salud.madrid.org,1,1,0,0,0,0,0,0,0,0,2,0,25
281270,HOSPITAL UNIVERSITARIO INFANTA LEONOR,"GRAN VÍA DEL ESTE, 80",911918000,,911919077,280796,Madrid,28,MADRID,13,MADRID,28031,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,281405,N,N,S,,N,gerencia.hvll@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0
281281,HOSPITAL UNIVERSITARIO DEL SURESTE,"RONDA DEL SUR, 10",918394454,918394000,918394278,280148,Arganda del Rey,28,MADRID,13,MADRID,28500,132,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,N,N,N,,N,N,N,,N,gerencia.hses@salud.madrid.org,1,1,0,0,0,0,0,0,0,0,1,0,18
281292,HOSPITAL UNIVERSITARIO DEL TAJO,"AVDA. AMAZONAS CENTRAL, S/N",918014101,,918014302,280133,Aranjuez,28,MADRID,13,MADRID,28300,98,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,N,N,N,,N,N,N,,N,gerencia.htaj@salud.madrid.org,1,1,0,0,1,0,0,0,0,0,1,0,13
281304,HOSPITAL UNIVERSITARIO INFANTA CRISTINA,"AV. 9 DE JUNIO, 2",911913500,911913332,911913960,281065,Parla,28,MADRID,13,MADRID,28981,188,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerencia.hsur@salud.madrid.org,1,1,0,0,0,0,0,0,0,0,1,0,16
281315,HOSPITAL UNIVERSITARIO PUERTA DE HIERRO MAJADAHONDA,"JOAQUÍN RODRIGO, 2",911916000,911916468,913734661,280800,Majadahonda,28,MADRID,13,MADRID,28222,613,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerent.hpth@salud.madrid.org,3,3,0,2,3,1,0,4,4,1,2,1,31
281326,CASTA GUADARRAMA,"CARRETERA NACIONAL VI, KM. 50,300",918548328,,918540686,280685,Guadarrama,28,MADRID,13,MADRID,28440,160,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,direccionguadarrama@castasalud.com,0,0,0,0,0,0,0,0,0,0,0,0,0
281337,HOSPITAL UNIVERSITARIO DE TORREJÓN,"MATEO INURRIA, S/N",916262518,,914886624,281489,Torrejón de Ardoz,28,MADRID,13,MADRID,28850,250,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerencia@torrejonsalud.com,3,2,0,1,1,0,0,2,0,0,1,1,22
281348,HOSPITAL REY JUAN CARLOS,GLADIOLO S/N,914816225,,914816216,280920,Móstoles,28,MADRID,13,MADRID,28933,364,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,info@hospitalreyjuancarlos.es,2,3,0,1,2,0,0,1,1,1,2,1,20
281359,HOSPITAL GENERAL DE VILLALBA,CARRETERA DE ALPEDRETE A MORALZARZAL M-608 KM 41,910908102,910908104,910908122,280474,Collado Villalba,28,MADRID,13,MADRID,28400,209,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,N,N,N,,N,N,N,,N,secretariadireccion@hgvillalba.es,1,2,0,1,0,0,0,0,1,0,1,1,18
281360,HM UNIVERSITARIO PUERTA DEL SUR,"AVENIDA DE CARLOS V, 70",912673100,,912673193,280920,Móstoles,28,MADRID,13,MADRID,28938,182,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,N,,S,sruizdeaguiar@hmhospitales.com,2,3,1,1,1,0,0,2,1,1,1,0,0
281371,HM VALLES,"C/SANTIAGO, 14",917374353,,912805932,280053,Alcalá de Henares,28,MADRID,13,MADRID,28801,20,16,OTRA FINALIDAD,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,N,,S,fgcalleja@hmhospitales.com; imarco@hmhospitales.com,1,1,1,0,0,0,0,0,0,0,1,1,0
281382,HOSPITAL CASAVERDE DE MADRID,"C/ JOSÉ MARÍA LÓPEZ Nº 3 (ANTIGUO PASEO DE SAN DAMIÁN ,3)",911609910,,,280967,Navalcarnero,28,MADRID,13,MADRID,28600,100,11,REHABILITACIÓN PSICOFÍSICA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,direccion.madrid@grupocasaverde.com,0,0,0,0,0,0,0,0,0,0,0,0,0
281393,CLÍNICA UNIVERSIDAD DE NAVARRA,"MARQUESADO DE SANTA MARTA, 1",913138400,,,280796,Madrid,28,MADRID,13,MADRID,28027,72,1,GENERAL,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,S,,N,MADRIDCUNDIR@UNAV.ES,2,2,1,1,1,0,0,2,1,1,1,1,1
281405,COMPLEJO HOSPITALARIO UNIVERSITARIO INFANTA LEONOR,"GRAN VÍA DEL ESTE, 80",911918000,,911919077,280796,Madrid,28,MADRID,13,MADRID,28031,361,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,S,N,,N,N,S,,N,gerencia.hvll@salud.madrid.org,1,1,0,0,0,0,0,0,0,0,3,1,30
281416,CLÍNICA SAN VICENTE,"AVDA. VENTISQUERO DE LA CONDESA, Nº46 4ªPLANTA",916318212,916317938,917348731,280796,Madrid,28,MADRID,13,MADRID,28035,45,11,REHABILITACIÓN PSICOFÍSICA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,S,N,S,,S,info@clinicasanvicente.es,0,0,0,0,0,0,0,0,0,0,0,0,0
281427,INSTITUTO PSIQUIÁTRICO SERVICIOS DE SALUD MENTAL JOSÉ GERMAIN,"LA LUNA, 1",915866767,,915866543,280745,Leganés,28,MADRID,13,MADRID,28911,178,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,S,N,,S,N,N,,N,gerencia.ipjg@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0
281438,INSTITUTO PSIQUIÁTRICO SERVICIOS DE SALUD MENTAL JOSÉ GERMAIN-2 ARAGÓN,"C/ ARAGÓN,17",915866767,,915866543,280745,Leganés,28,MADRID,13,MADRID,28914,0,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,281427,S,N,N,,N,gerencia.ipjg@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0
290017,HOSPITAL GENERAL DEL H.U.R. DE MÁLAGA,"AVDA. CARLOS HAYA, S/N",951030100,,951030157,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29010,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,290234,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
290022,HOSPITAL VIRGEN DE LA VICTORIA,"CAMPUS UNIVERSITARIO TEATINOS, S/N",951032000,,951032188,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29010,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,290252,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
290038,HOSPITAL CIVIL,"PLAZA DEL HOSPITAL CIVIL, S/N",951030300,,951030302,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29009,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,290234,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
290069,CENTRO ASISTENCIAL SAN JUAN DE DIOS,"CTRA. CASABERMEJA, 126",952250550,,952255039,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29014,351,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,N,centro11@malaga1.betica.sanjuandedios-oh,0,0,0,0,0,0,0,0,0,0,0,0,0
290075,CENTRO ASISTENCIAL HNAS. HOSP. DEL SAGRADO CORAZÓN DE JESÚS,"SAN JUAN BOSCO, 41",952256150,,952251823,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29014,321,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,N,02administracion@hscmadrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0
290081,HOSPITAL VITHAS PARQUE SAN ANTONIO,"AV. PINTOR JOAQUÍN SOROLLA, 2",952211050,,952211059,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29016,100,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,jmtamara@parquesanantonio.nehos.com,1,1,1,1,0,1,0,0,0,0,1,1,0
290094,HOSPITAL EL ÁNGEL,"CORREGIDOR NICOLÁS ISIDRO, 16",952045000,,952348144,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29007,138,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,admon.elangel@asisa.es,1,1,0,1,0,1,0,0,0,0,1,1,0
290108,HOSPITAL DOCTOR GÁLVEZ,"SAN AGUSTÍN, 1",952224295,,952211885,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29015,62,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,,1,0,0,0,0,0,0,0,0,0,0,0,0
290115,CLÍNICA DE LA ENCARNACIÓN,"FERNÁNDEZ DE ALARCÓN, 2",952287766,,952272473,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29007,105,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,info@clinicadelaencarnacion.com,1,1,0,1,0,0,0,0,0,0,1,0,0
290136,HOSPITAL PSIQUIÁTRICO SAN FRANCISCO DE ASÍS,"AV. HERNÁN NÚÑEZ DE TOLEDO, 5",952201464,,952201463,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29018,150,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,hospital@hospitalsanfrancisco.com,0,0,0,0,0,0,0,0,0,0,0,0,0
290141,CLÍNICA NUESTRA SRA. DEL PILAR,"Pº DE SANCHA, 15-17",952217606,,952217605,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29016,21,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,direccion@clinicadelpilar.com,0,0,0,0,0,0,0,0,0,0,0,0,0
290154,HOSPITAL DE ANTEQUERA,"AVDA. POETA MUÑOZ ROJAS, S/N",951061008,,951291009,290154,Antequera,29,MALAGA,01,ANDALUCÍA,29200,159,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,N,,N,N,N,,N,informacion2.han.sspa@juntadeandalucia.es,1,0,0,0,0,0,0,0,0,0,1,0,0
290173,HOSPITAL QUIRONSALUD MARBELLA,"AV. SEVERO OCHOA, 22",952774200,,951913041,290691,Marbella,29,MALAGA,01,ANDALUCÍA,29603,75,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,,1,2,0,1,0,0,0,0,0,0,1,1,1
290206,HOSPITAL DE LA AXARQUÍA,"URB. EL TOMILLAR, S/N",951067010,,951067009,290944,Vélez-Málaga,29,MALAGA,01,ANDALUCÍA,29700,197,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,N,,N,N,N,,N,,1,1,0,0,0,0,0,0,0,0,2,0,0
290213,HOSPITAL MARÍTIMO DE TORREMOLINOS,"C/ SANATORIO, 5",951033735,,951033705,299018,Torremolinos,29,MALAGA,01,ANDALUCÍA,29620,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,290252,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
290228,CLÍNICA SANTA ELENA,"URBANIZACIÓN LOS ÁLAMOS, S/N",952386266,,952380309,299018,Torremolinos,29,MALAGA,01,ANDALUCÍA,29620,90,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,seara@csantaelena.com,1,1,0,1,1,1,0,0,0,0,1,1,14
290234,HOSPITAL UNIVERSITARIO REGIONAL DE MÁLAGA,"AVDA. CARLOS HAYA, S/N",951030100,,951030157,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29010,1049,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,S,N,,N,N,S,,N,,5,2,4,2,3,1,0,3,0,0,2,3,56
290252,HOSPITAL UNIVERSITARIO VIRGEN DE LA VICTORIA,"CAMPUS UNIVERSITARIO TEATINOS, S/N",951032000,,951032188,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29010,657,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,S,N,,N,N,S,,N,,4,2,2,2,0,0,0,2,0,0,2,2,4
290265,HOSPITAL MATERNO-INFANTIL DEL H.U.R. DE MÁLAGA,"AVDA. ARROYO DE LOS ÁNGELES, S/N",951030200,,951030245,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29011,0,5,MATERNO-INFANTIL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,290234,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
290287,HOSPITAL COSTA DEL SOL,"AUTOVÍA A-7, KM. 187",952828250,,952823219,290691,Marbella,29,MALAGA,01,ANDALUCÍA,29603,408,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,N,,N,N,N,,N,,2,1,0,1,1,0,0,0,0,0,1,0,22
290290,HOSPITAL  F.A.C. DOCTOR PASCUAL,"AMARGURA, 31",951019100,,951019281,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29012,201,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,hospitaldrpascual@jmpascual.com,0,0,0,0,0,0,0,0,0,0,1,0,0
290348,CLÍNICA EL SERANIL,CRTRA. DE ALMERÍA KM 261,952513267,,952513900,290944,Vélez-Málaga,29,MALAGA,01,ANDALUCÍA,29790,60,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,clinica@seranil.com,0,0,0,0,0,0,0,0,0,0,0,0,0
290359,HC MARBELLA INTERNATIONAL HOSPITAL,"URB. LAS MIMOSAS. CASA SANTA ISABEL, S/N (NUEVA ANDALUCÍA)",952908628,,952908749,290691,Marbella,29,MALAGA,01,ANDALUCÍA,29660,12,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,bdc@marbellahighcare.com,1,0,0,0,0,0,0,0,0,1,1,0,0
290360,HOSPITAL HUMANLINE BANÚS,"C. NACIONAL 340, KM. 176, PUERTO BANÚS",951055950,,951055969,290691,Marbella,29,MALAGA,01,ANDALUCÍA,29600,15,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,S,N,,N,infobanus@humanline.es,0,0,0,0,0,0,0,0,0,0,0,0,0
290371,CLÍNICA RINCÓN,"AVDA. DE LA TORRE, 24",902300107,,902300108,290825,Rincón de la Victoria,29,MALAGA,01,ANDALUCÍA,29730,7,14,OTROS MONOGRÁFICOS,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,josequesada@clinicasrincon.com,1,1,0,0,0,0,0,0,0,0,1,1,0
290382,HOSPITEN ESTEPONA,"CRTRA. NACIONAL 340, KM 162. PARTIDO DE VELERÍN",952760600,,952808546,290516,Estepona,29,MALAGA,01,ANDALUCÍA,29680,74,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,estepona@hospiten.com,1,1,0,1,1,0,0,0,0,0,1,1,0
290393,FUNDACIÓN CUDECA. CENTRO DE CUIDADOS PALIATIVOS,"AVDA. DEL COSMOS, S/N (ARROYO DE LA MIEL-BENALMÁDENA COSTA)",952564910,,952564922,290252,Benalmádena,29,MALAGA,01,ANDALUCÍA,29631,15,14,OTROS MONOGRÁFICOS,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
290405,XANIT HOSPITAL INTERNACIONAL,"AVDA. DE LOS ARGONAUTAS, S/N (ARROYO DE LA MIEL-BENALMÁDENA COSTA)",952443119,,952576661,290252,Benalmádena,29,MALAGA,01,ANDALUCÍA,29630,125,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,xanit@xanit.net,1,2,1,1,0,0,0,0,0,0,1,0,4
290416,COMUNIDAD TERAPÉUTICA SAN ANTONIO,"EXTREMADURA, 8",952201464,,952201463,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29018,35,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
290427,HOSPITAL DE ALTA RESOLUCIÓN DE BENALMÁDENA,"AVDA. ARROYO HONDO, S/N",951976000,,951976093,290252,Benalmádena,29,MALAGA,01,ANDALUCÍA,29630,46,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,N,N,,N,,1,0,0,0,0,0,0,0,0,0,1,0,0
290449,HOSPITAL QUIRONSALUD MÁLAGA,AV IMPERIO ARGENTINA 1,952176016,,952176120,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29004,132,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,direccion.mlg@quironsalud.es,1,2,0,1,1,0,0,0,0,0,1,1,0
290450,CENYT HOSPITAL,"AVDA. ANDALUCÍA, 4",952808100,,,290516,Estepona,29,MALAGA,01,ANDALUCÍA,29680,10,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,info@cenythospital.com,1,1,0,0,0,0,0,0,0,0,1,1,0
290461,CLÍNICA OCHOA,"AVDA. SEVERO OCHOA, S/N, EDIFICIO MAYORAL",952861400,,952860888,290691,Marbella,29,MALAGA,01,ANDALUCÍA,29603,12,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,clinicaochoa@clinicaochoa.com,1,0,0,0,0,0,0,0,0,0,1,0,0
290472,CENTRO DE REPRODUCCIÓN ASISTIDA DE MARBELLA (CERAM),"C/ MAESTRA DOÑA CAROLA, 8 - URB. EL HIGUERAL",952829035,,952773256,290691,Marbella,29,MALAGA,01,ANDALUCÍA,29602,22,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
290483,CLÍNICA RINCÓN,"C/ ANTONIO FERRANDIS ""CHANQUETE"", 1 - EDIFICIO RIOSOL",952965126,,952526102,290751,Nerja,29,MALAGA,01,ANDALUCÍA,29780,4,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,,1,1,0,0,0,0,0,0,0,0,1,0,0
290494,HELICÓPTEROS SANITARIOS HOSPITAL,"CARRETERA NACIONAL 340, KM. 175 (PUERTO BANÚS)",952816767,,,290691,Marbella,29,MALAGA,01,ANDALUCÍA,29600,10,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,1,0,0
290506,HOSPITAL DE LA SERRANÍA,"CTRA. RONDA-SAN PEDRO, KM. 2",951065077,,951065242,290846,Ronda,29,MALAGA,01,ANDALUCÍA,29400,150,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,N,N,,N,,1,1,0,0,0,0,0,0,0,0,1,0,6
290517,HOSPITAL VALLE DEL GUADALHORCE DE CÁRTAMA,"AUTOVÍA A-357 MÁLAGA-CAMPANILLAS, KM. 49",951291105,,,290385,Cártama,29,MALAGA,01,ANDALUCÍA,29570,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,S,290252,S,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
300011,HOSPITAL CLÍNICO UNIVERSITARIO VIRGEN DE LA ARRIXACA,"CARRETERA MADRID-CARTAGENA, S/N (EL PALMAR)",968369500,,968369776,300308,Murcia,30,MURCIA,14,REGIÓN DE MURCIA,30120,920,1,GENERAL,1,SEGURIDAD SOCIAL,29,SERVICIO MURCIANO DE SALUD,S,N,N,,N,N,S,,N,,4,2,1,3,4,0,0,3,3,1,2,1,36
300026,HOSPITAL GENERAL UNIVERSITARIO REINA SOFÍA,"AV. INTENDENTE JORGE PALACIOS, 1",968359000,,968359819,300308,Murcia,30,MURCIA,14,REGIÓN DE MURCIA,30003,339,1,GENERAL,6,COMUNIDAD AUTÓNOMA,29,SERVICIO MURCIANO DE SALUD,S,N,N,,N,N,S,,N,,2,1,0,0,1,0,0,0,0,0,1,0,31
300032,HOSPITAL PSIQUIÁTRICO ROMAN ALBERCA,"LORCA, 58  (EL PALMAR)",968365800,,968365801,300308,Murcia,30,MURCIA,14,REGIÓN DE MURCIA,30120,96,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,29,SERVICIO MURCIANO DE SALUD,S,N,N,,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
300050,HOSPITAL QUIRÓNSALUD MURCIA,"MIGUEL HERNÁNDEZ, 12",968365000,,968250977,300308,Murcia,30,MURCIA,14,REGIÓN DE MURCIA,30011,131,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,admision.hsc@quironsalud.es,1,1,0,1,1,0,0,0,0,0,1,1,0
300079,HOSPITAL LA VEGA,"ROMÁN ALBERCA, S/N",968278100,,968233116,300308,Murcia,30,MURCIA,14,REGIÓN DE MURCIA,30008,123,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,hospital.lavega@grupohla.com,1,1,0,1,0,0,0,0,1,0,1,1,0
300085,HOSPITAL MESA DEL CASTILLO,"RONDA SUR, 20",968246116,,968234036,300308,Murcia,30,MURCIA,14,REGIÓN DE MURCIA,30010,76,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,notificaciones@mesadelcastillo.com,0,2,0,0,0,1,0,0,0,0,1,0,0
300098,SANATORIO DOCTOR MUÑOZ S.L.,"CTRA. CARTAGENA, 59",968885550,968884258,868042968,300308,Murcia,30,MURCIA,14,REGIÓN DE MURCIA,30120,50,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,javier.munoz@clinicamunoz.com,0,0,0,0,0,0,0,0,0,0,0,0,0
